report_date,event_datetime_z,event_date,event_time_z,city,state,airport_code,facility,aircraft_primary,aircraft_primary_model,n_numbers,phase,event_type,pob,injuries,damage,form_8020_9,group_id,group_size,context_parens,sources_json,media_json,aircraft_image_url,aircraft_image_type,raw_narrative,callsign_primary,aircraft_type_designator,sources_found,media_found,sources_checked_on,media_checked_on,ntsb_case_id,ntsb_pdf_url,aircraft_image_actual_url,aircraft_image_generic_url,aircraft_image_verified,missing_sources,missing_media,score
9/2/2025,2025-09-02T04:12:00Z,9/2/2025,0412Z,SAN FRANCISCO,,SFO,ENA FSS,UAL1871 (N2623),B737-800,NONE,Ground/Taxi,Ground collision,Unknown,,Substantial,Yes,,,ENA FSS | SFO,"[{""title"": ""ABC7: 2 United Airlines planes touch tails at SFO"", ""url"": ""https://abc7news.com/post/collision-between-2-united-airlines-planes-san-francisco-international-airport-causes-damage-wing/17722367/"", ""publisher"": ""ABC7 News"", ""date"": ""2025-09-02""}, {""title"": ""Aviation Safety Network incident entry for UA1871/UA796 SFO ground contact"", ""url"": ""https://aviation-safety.net/wikibase/542544"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-01""}, {""title"": ""Simple Flying: FAA investigating after 2 United 737s collide at SFO"", ""url"": ""https://simpleflying.com/faa-investigating-two-united-boeing-737s-collide-sfo/"", ""publisher"": ""Simple Flying"", ""date"": ""2025-09-04""}]","[{""title"": ""ABC7 News Facebook video of the United ground collision at SFO"", ""url"": ""https://www.facebook.com/abc7news/videos/2-united-airlines-planes-collide-on-the-ground-at-sfo/1043870931158520/"", ""publisher"": ""Facebook"", ""date"": ""2025-09-02""}]",https://www.google.com/search?tbm=isch&q=Boeing+737-800,generic_search,"SAN FRANCISCO (SFO), UAL1871, B738. UAL1871 was pushed onto the ramp from Gate D16. The pilot reported to ground control that they may have pushed into another aircraft. Airfield ops and the fire department were called to the scene and confirmed that they had pushed back into an aircraft in Gate E5, UAL769, which was proposed to depart but had not yet pushed from the gate. No injuries were reported; however, the aircraft were pulled back into the gate, and both aircraft deboarded. It was reported to the tower from airfield ops that UAL1871 had a bent horizontal stabilizer and that UAL769 had damaged the exhaust column. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Substantial. 9/2/2025 0412Z.",UAL1871,B738,3,1,4/9/2026,4/9/2026,,,,https://www.google.com/search?tbm=isch&q=Boeing+737-800,No,False,False,3
9/3/2025,2025-08-31T22:00:00Z,8/31/2025,2200Z,"SUTTON, COAL CREEK",AK,,ENA FSS,N5267X,E75L,N5267X,Landing/Approach,Bird strike,2,,Substantial,Yes,,,ENA FSS,"[{""title"": ""Aviation Safety Network entry for N5267X (Citabria forced landing)"", ""url"": ""https://aviation-safety.net/wikibase/542453"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-08-31""}]","[{""title"": ""NTSB Aviation Investigation Notification (ANC25LA100) – N5267X"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200961/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-08-31""}, {""title"": ""FAA Aircraft Registry entry for N5267X"", ""url"": ""https://registry.faa.gov/AircraftInquiry/Search/NNumberResult?nNumberTxt=N5267X"", ""publisher"": ""FAA Registry""}]",https://www.google.com/search?tbm=isch&q=N5267X+aircraft,actual_search,"SUTTON, COAL CREEK, AK, (ENA FSS), N5267X, CHAMPION 7GCBC. N5267X encountered a downdraft that caused a forced landing on a mountain. Update: The exact location of N5267X accident is east of Palmer, nearest city is Sutton and Tyonek. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Substantial. 8/31/2025 2200Z. MISCELLANEOUS: None. Page 1 FOR OFFICIAL USE ONLY 9/3/2025 (Public availability to be determined under Title 5 USC 552)",CHAMPION 7GCBC,CHAMPION 7GCBC,1,1,2/25/2026,2/25/2026,ANC25LA100,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200961/pdf,https://www.google.com/search?tbm=isch&q=N5267X+aircraft,https://www.google.com/search?tbm=isch&q=CHAMPION+7GCBC+aircraft,No,False,False,7
9/3/2025,2025-09-02T04:12:00Z,9/2/2025,0412Z,SAN FRANCISCO,CA,SFO,,UAL1074 (N17594),B39M,N17594; N2623,Ground/Taxi,Ground collision,Unknown,,Unknown,Yes,19,1,SFO | UAL1074,[],[],https://www.google.com/search?tbm=isch&q=N17594+aircraft,actual_search,"SAN FRANCISCO, CA, (SFO), (UAL1074), N17594 (B39M). UAL1871 (N2623, a B737-800) was being towed from Gate D16 and struck UAL1074â€™s (originally reported callsign of UAL796) APU while at Gate E5 and UAL1871's horizontal stabilizer. Both aircraft returned to assigned gates, and both aircraft deplaned normally. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 9/2/2025 0412Z.",(UAL1074),N17594 (B39M,0,0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N17594+aircraft,https://www.google.com/search?tbm=isch&q=N17594+%28B39M+aircraft,No,True,True,2
9/3/2025,2025-09-02T20:00:00Z,9/2/2025,2000Z,PORTLAND,OR,PDX,,N820MS,GLF5,N820MS,Ground/Taxi,Nose gear collapse,4,,Unknown,Yes,20,1,PDX,"[{""title"": ""Aviation Safety Network entry for N820MS (Gulfstream V at Portland)"", ""url"": ""https://aviation-safety.net/wikibase/542355"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-02""}]","[{""title"": ""NTSB Preliminary Report (WPR25LA273) PDF"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200936/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-09-02""}]",https://www.google.com/search?tbm=isch&q=N820MS+aircraft,actual_search,"PORTLAND, OR, (PDX), N820MS, GLF5. N820MS was still on the ramp preparing to taxi for departure and the nose gear collapsed. FAA Form 8020-9 was received. POB: 4, Injuries: None, Damage: Unknown. 9/2/2025 2000Z.",GLF5,GLF5,1,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N820MS+aircraft,https://www.google.com/search?tbm=isch&q=GLF5+aircraft,No,True,True,2
9/3/2025,2025-09-02T20:50:00Z,9/2/2025,2050Z,HAILEY,ID,SUN,,N282SY,E75L,N282SY,Landing/Approach,Bird strike,Unknown,,Unknown,Yes,21,1,SUN,[],[],https://www.google.com/search?tbm=isch&q=N282SY+aircraft,actual_search,"HAILEY, ID, (SUN), (SKW3905), N282SY, E75L. SKW3905 reported a possible bird strike during landing. The post flight inspection revealed damage to the right wing. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 9/2/2025 2050Z. ",(SKW3905),E75L,0,0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N282SY+aircraft,https://www.google.com/search?tbm=isch&q=E75L+aircraft,No,True,True,2
9/5/2025,2025-09-05T04:45:00Z,9/5/2025,0445Z,UNALAKLEET,AK,UKN,ZAN,N242BC,8GCBC,N242BC,,,2,"2-Possibly Head Injuries, Unknown",Unknown,Yes,22,1,ZAN | UKN,"[{""title"": ""Aviation Safety Network entry for N242BC (American Champion 8GCBC Scout)"", ""url"": ""https://aviation-safety.net/wikibase/542929"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-05""}, {""title"": ""NTSB Aviation Investigation Notification ANC25LA102 for N242BC"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200970/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-09-05""}]",[],https://www.google.com/search?tbm=isch&q=N242BC+aircraft,actual_search,"UNALAKLEET, AK, (ZAN), N242BC, 8GCBC. N242BC hit a bump and flipped over while on a hunting trip near (62.858963, -161.735616). The event happened 42 Nautical Miles south of Unalakleet Airport, (UKN), Unalakleet, AK. FAA Form 8020-9 was received. POB: 2, Injuries: 2-Possibly Head Injuries, Unknown, Damage: Unknown. 9/5/2025 0445Z.",,8GCBC,2,,4/6/2026,4/6/2026,ANC25LA102,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200970/pdf,https://www.google.com/search?tbm=isch&q=N242BC+aircraft,https://www.google.com/search?tbm=isch&q=8GCBC+aircraft,No,False,True,4
9/9/2025,2025-09-01T16:30:00Z,9/1/2025,1630Z,PLENTYWOOD,MT,,FSOC FSS,N116KN,AT-402,N116KN,Enroute,,1,,Unknown,Yes,23,1,FSOC FSS,[],[],https://www.google.com/search?tbm=isch&q=N116KN+aircraft,actual_search,"PLENTYWOOD, MT, (FSOC FSS), N116KN, AT-402. N116KN was low flying over a lake when the wing clipped the water. The pilot was able to land without further incident. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. Late Report: 9/1/2025 1630Z.",,AT-402,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N116KN+aircraft,https://www.google.com/search?tbm=isch&q=AT-402+aircraft,No,True,True,2
9/10/2025,2025-09-08T22:00:00Z,9/8/2025,2200Z,CHISANA,AK,CZN,FAI FSS,N9930D,PA-18,N9930D,Takeoff,Gear collapse/malfunction,1,,Unknown,Yes,27,1,FAI FSS | CZN,"[{""title"": ""Aviation Safety Network entry for N9930D (Smith Aviation Super Cub)"", ""url"": ""https://aviation-safety.net/wikibase/543860"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-08""}, {""title"": ""NTSB Aviation Investigation Notification ANC25LA104 for N9930D"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200994/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-09-08""}]",[],https://www.google.com/search?tbm=isch&q=N9930D+aircraft,actual_search,"CHISANA, AK, (FAI FSS), (CZN), N9930D, PA-18. N9930D was taking off from a gravel strip 10 miles southwest of Chisana Airport (CZN), Chisana, AK, when the left gear collapsed, causing a ground loop with a propeller strike and damage to the left wing tip. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. 9/8/2025 2200Z.",,PA-18,2,,4/6/2026,4/6/2026,ANC25LA104,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200994/pdf,https://www.google.com/search?tbm=isch&q=N9930D+aircraft,https://www.google.com/search?tbm=isch&q=PA-18+aircraft,No,False,True,4
9/10/2025,2025-09-09T14:10:00Z,9/9/2025,1410Z,ASPEN,CO,ASE,ASE,N111D,HDJT,N111D,Landing,Ground collision,2,,Unknown,Yes,25,1,ASE,"[{""title"": ""Aviation Safety Network entry for N111D (Honda HA-420 HondaJet)"", ""url"": ""https://aviation-safety.net/wikibase/543881"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-09""}, {""title"": ""NVOII: Aspen HondaJet incident – 9 September 2025"", ""url"": ""https://nvoii.com/news/83/aspen-hondajet-incident-9-september-2025"", ""publisher"": ""NVOII"", ""date"": ""2025-09-17""}]","[{""title"": ""Aviation 24/7 Facebook post for the N111D Aspen runway incident"", ""url"": ""https://www.facebook.com/aviation247/posts/n111d-ha-420-honda-jet-aspen-colorado-09-sep-2025landed-short-of-runway-at-aspen/1234812082020196/"", ""publisher"": ""Facebook"", ""date"": ""2025-09-09""}]",https://www.google.com/search?tbm=isch&q=N111D+aircraft,actual_search,"ASPEN, CO, (ASE), N111D, HDJT. N111D (IFR) landed on RWY15, exited at A2, and taxied to the ramp. Airport vehicle OPS7 requested access to RWY15 for a possible blown tire from the previous arrival, then reported FOD on the runway and that two RWY15 threshold lights had been hit. Airport operations removed the FOD, and RWY15/33 resumed normal operations. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Unknown. 9/9/2025 1410Z.",,HDJT,2,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N111D+aircraft,https://www.google.com/search?tbm=isch&q=HDJT+aircraft,No,False,False,2
9/10/2025,2025-09-09T17:25:00Z,9/9/2025,1725Z,MCGRATH,AK,MCG,MCG FSS,N3573P,PA18A,N3573P,Takeoff/Departure,Prop strike,1,,Unknown,Yes,26,1,MCG FSS | MCG,"[{""title"": ""Aviation Safety Network entry for N3573P (Piper PA-18A 150 Super Cub)"", ""url"": ""https://aviation-safety.net/wikibase/543867"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-09""}]",[],https://www.google.com/search?tbm=isch&q=N3573P+aircraft,actual_search,"MCGRATH, AK, (MCG FSS), N3573P, PA18A. N3573P departed Madison Creek Mine, located approximately 50 miles northwest of MCG. The aircraft nosed over, striking and damaging the prop. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. 9/9/2025 1725Z.",,PA18A,1,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N3573P+aircraft,https://www.google.com/search?tbm=isch&q=PA18A+aircraft,No,False,True,2
9/10/2025,2025-09-09T19:35:00Z,9/9/2025,1935Z,SANTA BARBARA,CA,SBA,SBA,N2518H,LC41-550FG,N2518H,Ground/Taxi,Ground collision,1,,Minor,Yes,24,1,SBA,"[{""title"": ""Aviation Safety Network entry for N2518H (Lancair LC-41-550FG Columbia 400)"", ""url"": ""https://aviation-safety.net/wikibase/543874"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-09""}]",[],https://www.google.com/search?tbm=isch&q=N2518H+aircraft,actual_search,"SANTA BARBARA, CA, (SBA), N2518H, LC41-550FG. N2518H (SBA-SMO), during the pre-flight checklist, the aircraft rolled into a hangar door, causing damage to all props and the nose cone. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Minor. 9/9/2025 1935Z.",,LC41-550FG,1,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N2518H+aircraft,https://www.google.com/search?tbm=isch&q=LC41-550FG+aircraft,No,False,True,2
9/11/2025,2025-09-10T19:45:00Z,9/10/2025,1945Z,VISALIA,CA,VIS,FAT,N808DG,DG-800B,N808DG,Landing,Gear collapse/malfunction,1,,Unknown,Yes,30,1,FAT | VIS,[],[],https://www.google.com/search?tbm=isch&q=N808DG+aircraft,actual_search,"VISALIA, CA, (FAT), (VIS), N808DG, DG-800B. N808DG’s main gear collapsed after landing on RWY30. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. 9/10/2025 1945Z.",,DG-800B,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N808DG+aircraft,https://www.google.com/search?tbm=isch&q=DG-800B+aircraft,No,True,True,2
9/11/2025,2025-09-10T21:36:00Z,9/10/2025,2136Z,LAKE LOUISE,AK,,ZAN,N5025H,PA11,N5025H,Enroute,Accident/Crash,1,1- Serious,Unknown,Yes,28,1,ZAN,"[{""title"": ""Aviation Safety Network entry for N5025H (Piper PA-11-90 Cub Special)"", ""url"": ""https://aviation-safety.net/wikibase/544084"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-10""}, {""title"": ""NTSB Aviation Investigation Notification ANC25LA103 for N5025H"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200982/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-09-10""}, {""title"": ""N5025H Piper PA11 Plane CRASH Lake Louise Alaska 10 SEP 2025"", ""url"": ""https://www.facebook.com/aviation247/posts/n5025h-piper-pa11-plane-crash-lake-louise-alaska-10-sep-2025/1235724551928949/"", ""publisher"": ""Aviation 24/7"", ""date"": ""2025-09-10""}]",[],https://www.google.com/search?tbm=isch&q=N5025H+aircraft,actual_search,"LAKE LOUISE, AK, (ZAN), N5025H, PA11. N5025H crashed at Lake Louise, AK (62 42.3N/147 13.3W). The pilot sustained broken leg and cracked ribs; transported to a hospital in Anchorage. FAA Form 8020-9 was received. POB: 1, Injuries: 1- Serious, Damage: Unknown. 9/10/2025 2136Z.",,PA11,3,0,4/6/2026,4/6/2026,ANC25LA103,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200982/pdf,https://www.google.com/search?tbm=isch&q=N5025H+aircraft,https://www.google.com/search?tbm=isch&q=PA11+aircraft,No,False,True,6
9/11/2025,2025-09-11T02:20:00Z,9/11/2025,0220Z,HOLLISTER,CA,1C9,FTW FSS,N7756N,E16,N7756N,Landing/Approach,Loss of control,3,,Substantial,Yes,29,1,FTW FSS | 1C9,"[{""title"": ""Aviation Safety Network entry for N7756N (Piper PA-28-180 Cherokee)"", ""url"": ""https://aviation-safety.net/wikibase/544098"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-10""}, {""title"": ""Final Report N7756N Piper PA-28-180 Hollister California 10 SEP 2025"", ""url"": ""https://www.facebook.com/aviation247/posts/-final-report-n7756n-piper-pa-28-180-hollister-california-10-sep-20253-no-injuri/1294494469385290/"", ""publisher"": ""Aviation 24/7"", ""date"": ""2025-09-10""}]",[],https://www.google.com/search?tbm=isch&q=N7756N+aircraft,actual_search,"HOLLISTER, CA, (FTW FSS), (1C9), N7756N, E16. N7756N, while landing on RWY05, the pilot attempted to go around but lost control and crashed in a field east of 1C9 (3657.3387N/12127.2625W). The right wing separated, and the aircraft came to rest inverted. FAA Form 8020-9 was received. POB: 3, Injuries: None, Damage: Substantial. 9/11/2025 0220Z.",,E16,2,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N7756N+aircraft,https://www.google.com/search?tbm=isch&q=E16+aircraft,No,False,True,4
9/12/2025,2025-09-11T14:38:00Z,9/11/2025,1438Z,BURBANK,CA,,BUR,SWA1394,B-737-700,,Takeoff/Departure,Engine failure,70,,Unknown,Yes,33,1,BUR,"[{""title"": ""Aviation Safety Network entry for Southwest flight WN1394 (Boeing 737-7H4 WL)"", ""url"": ""https://aviation-safety.net/wikibase/544567"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-11""}]",[],https://www.google.com/search?tbm=isch&q=B737+aircraft,generic_search,"BURBANK, CA, (BUR). SWA1394, B-737-700. SWA1394 (BUR-PHX) IFR departed RWY15 and reported #1 engine failure. The aircraft was vectored and switched to SCT then diverted to LAX. The aircraft landed safely at LAX. FAA Form 8020-9 was received. POB: 70, Injuries: None, Damage: Unknown. 9/11/2025 1438Z.",SWA1394,B737,1,0,4/6/2026,4/6/2026,,,,https://www.google.com/search?tbm=isch&q=B737+aircraft,No,False,True,2
9/12/2025,2025-09-11T16:13:00Z,9/11/2025,1613Z,JACKPOT,NV,06U,TWF,N801CS,EXPERIMENTAL-ZENITH-STOL,N801CS,Enroute,Engine/power issue,4,,Substantial,Yes,32,1,TWF | 06U,"[{""title"": ""Aviation Safety Network entry for N801CS (Zenith CH-801 STOL)"", ""url"": ""https://aviation-safety.net/wikibase/544280"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-11""}, {""title"": ""NTSB Aviation Investigation Preliminary Report WPR25LA276 for N801CS"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200986/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-09-11""}, {""title"": ""N801CS Zenith Aircraft CH801 Engine Issue Forced Landing - Jackpot Nevada 11 SEP 2025"", ""url"": ""https://www.facebook.com/aviation247/posts/n801cs-zenith-aircraft-ch801-engine-issue-forced-landing-jackpot-nevada-11-sep-2/1236830455151692/"", ""publisher"": ""Aviation 24/7"", ""date"": ""2025-09-11""}]",[],,none,"JACKPOT, NV, (TWF), (06U), N801CS, EXPERIMENTAL-ZENITH-STOL. N801CS (06U-TWF) VFR made a forced landing due to loss of RPMS, approximately 2.5 miles north of Jackpot Airport/Hayden Field, (06U), Jackpot, NV. FAA Form 8020-9 was received. POB: 4, Injuries: None, Damage: Substantial. 9/11/2025 1613Z.",,EXPERIMENTAL,3,0,4/6/2026,4/6/2026,WPR25LA276,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200986/pdf,,,No,False,True,6
9/12/2025,2025-09-11T19:00:00Z,9/11/2025,1900Z,CHEHALIS,WA,CLS,ZSE,N311TS,EXPERIMENTAL,N311TS,Takeoff/Departure,Crash after takeoff,1,Serious,Substantial,Yes,31,1,ZSE | CLS,"[{""title"": ""Aviation Safety Network entry for N311TS (Parker Teenie Two)"", ""url"": ""https://aviation-safety.net/wikibase/544896"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-11""}, {""title"": ""NTSB Aviation Investigation Final Report WPR25LA308 for N311TS"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202059/pdf"", ""publisher"": ""NTSB"", ""date"": ""2026-03-07""}, {""title"": ""FOX 13 Seattle: Pilot rescued after experimental plane crash in Chehalis"", ""url"": ""https://www.fox13seattle.com/news/pilot-rescued-plane-crash-chehalis"", ""publisher"": ""FOX 13 Seattle"", ""date"": ""2025-09-11""}]","[{""title"": ""Aviation 24/7 Facebook post for the N311TS Chehalis crash"", ""url"": ""https://www.facebook.com/aviation247/posts/breaking-plane-crash-in-chehalis-washington-near-centralia-airport-11-sep-2025-/1235755701925834/"", ""publisher"": ""Facebook"", ""date"": ""2025-09-11""}]",,none,"CHEHALIS, WA, (ZSE), (CLS), N311TS, EXPERIMENTAL. N311TS crashed after takeoff south of CLS in a field on the north side of the Highway 6 Bridge. Chehalis-Centralia Airport (CLS), Chehalis, WA. FAA Form 8020-9 was received. POB: 1, Injuries: Serious, Damage: Substantial. 9/11/2025 1900Z.",,EXPERIMENTAL,3,1,4/9/2026,4/9/2026,WPR25LA308,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202059/pdf,,,No,False,False,6
9/12/2025,2025-09-12T03:29:00Z,9/12/2025,0329Z,ROCKY RIDGE,UT,,FTW FSS,N8VT,DA40,N8VT,Enroute,Collision with terrain,3,Unknown,Unknown,Yes,34,1,FTW FSS,"[{""title"": ""Aviation Safety Network entry for N8VT (Diamond DA40 Diamond Star)"", ""url"": ""https://aviation-safety.net/wikibase/544315"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-11""}, {""title"": ""NTSB Aviation Investigation Final Report WPR25LA278 for N8VT"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateFinalReport/201012/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-11-20""}, {""title"": ""N8VT Diamond DA40 CRASH in Rocky Ridge Utah 11 SEP 2025 - 3 POB"", ""url"": ""https://www.facebook.com/aviation247/posts/n8vt-diamond-da40-crash-in-rocky-ridge-utah-11-sep-2025-3-pob/1236897385144999/"", ""publisher"": ""Aviation 24/7"", ""date"": ""2025-09-11""}]",[],https://www.google.com/search?tbm=isch&q=N8VT+aircraft,actual_search,"ROCKY RIDGE, UT, (FTW FSS), N8VT, DA40. N8VT crashed on a mountain side (39.91742N/-111.86070W). FAA Form 8020-9 was received. POB: 3, Injuries: Unknown, Damage: Unknown. 9/12/2025 0329Z.",,DA40,3,0,4/6/2026,4/6/2026,WPR25LA278,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateFinalReport/201012/pdf,https://www.google.com/search?tbm=isch&q=N8VT+aircraft,https://www.google.com/search?tbm=isch&q=DA40+aircraft,No,False,True,5
